title,adult,original_language,overview,tagline,genres,production_country,year
My Wife Loves Workers,1,5,"Nothing is hotter than watching your hot wife getting penetrated and pleasure by another man. And nothing makes your hot wife hornier than a man in power from his position. Watch as your wife uses another man's ""tools"" so she can cream all over their HARD earned work right in front of you.",['My husband is getting a Raise... Right'],['Drama'],70,2021
Babewatch 12,1,5,"Superstars Bridgette Kerkove, Amber Lynn, Farrah and Briana Banks team up with hot newcomers Jeannie Rivers and Shasta. Trouble is on the horizon as a terrorist strikes the beach. See the girls in action as they fuck their way to freedom. It's all in a days work for the girls of Babewatch!",['...Get Rescued'],['Romance'],70,2002
Young Doctors In Lust,1,5,"At an exclusive sex therapy clinic for women, three sexually frustrated patients are given treatments that are as unusual as they are effective.",['...Their Patients Come Back For More!'],"['Fantasy', 'Comedy']",70,1982
Babewatch 14,1,5,The new wave continues. Cum rule the beach with the hot babes of the Babewatch series. Asia Carrera headlines this cast of beachbunnies doing some more mouth-to-mouth and crotch-to-crotch resuscitation. The beach will never be the same...,['The New Wave Continues...'],['Romance'],70,2003
Bijou,1,5,"When Annie Gimble happens onto a photo shoot, her world is turned upside down. Step into the high stakes, fast paced fashion industry, with the backroom deals and bedroom negotiations that’ll make your head spin! Everything you thought went on behind closed doors is true! Bijou. Lights, camera, action!","[""It's all about the shot.""]",['Drama'],70,2015
Tom of Finland,1,5,"If there's one man who changed the course of queer men's fantasies forever, it's erotic illustrator Tom of Finland. In partnership with Tom of Finland, and with the help of some of today's best artists and directors, Men.com has brought Tom's most iconic sexual visions to life.","[""Men.com's first collaboration with iconic queer erotic illustrator Tom of Finland takes things back to Tom's early days in 1957.""]",['Fantasy'],70,2020
Bar(bie)back Anal World,1,6,"It seems like a pretty normal day at Barbieback... The guys know they have no genitals, but they want to rub together anyway. As if by magic they get genitals all of a sudden. Bambi and Angel immediately try to use their new-found body parts and involve David Hollister and Nathan Devos in theor shenanigans too.","['They just discovered they have genitals', ""and they're ready to share them with you!""]","['Romance', 'Drama', 'Fantasy']",13,2023
Ministry of Evil,1,5,"Seasoned with theological references and blasphemous imagery, Evil Angel Films' sinister Ministry Of Evil -- from smart director Dana Vespoli -- explores twisted kinks that religion inspires but claims to forbid. In a monastic order, priests and nuns secretly minister to their flock using harsh techniques of self-flagellation and sexual corrective practices.",['In the Ministry... Punishment can be severe'],['Drama'],70,2019
La empanada,1,6,Imanol's Bacaicoa first shortfilm ever.,['Who ate the empanada?'],"['Comedy', 'Drama', 'Action']",0,2022
3 Day Rule,1,5,"Rachel and Tom find themselves in a sticky situation when they break up but decide to stay friends who live together. Desperate for love, Tom will tell any girl he loves her by the first date and breaks the 3-Day Rule of waiting three days to call a woman back. Sensing Tom's weakness, his closest friends (Bill and Matt) play a practical joke on him that, ultimately, leave Tom and Rachel questioning why they broke up!","['Hold onto your heart', 'if you can!']",['Romance'],70,2012
Silent Obedience On The Molester Train A Big Tits College Girl Is Taught A Lesson In Orgasmic Ecstasy Yua Mikami,1,14,"SSNI-229: The first'slut ●'work of the national idol Yua Mikami. ""No! Nan's medicine? Don't apply it to such a place ... It's hot. !! !! 』\ Fear and madness full of crowds ● Vehicle. An outrageous filthy girl who pollutes a pretty and neat'big tits college student' ● A devil's trap. Big tits are devoured by violent devil's hands, and the inside of the car gets wet with an unwanted climax! Takamine's flower that relentlessly humiliates her nipples and chestnuts with a perverted caress and gets wet. Stopping on the way is invalid ... Pleasure that can not be escaped rubbed on the way to school!",['SSNI-229'],['Drama'],40,2018
Bad Habits,1,5,"Deidre Holland is a novelist. A rich novelist. When her imagination gets the better of her, she seeks help for her sexual compulsions from a famous psychotherapist. Past-life therapy takes Deidre back to more than one erotic encounter of a lifetime. But is the Doc for real, or are his methods - and motives - unsound? And will the fantasies she is imagining become reality?","[""Some Habits Are Easy To Break. Some Aren't!""]","['Crime', 'Drama']",70,1994
Women Seeking Women 72,1,5,"Another stellar volume of more Sapphic goodness for all you lucky viewers out there! Packed with a decent storyline, real girl on girl action, and non-stop orgasms, you can’t lose if you tried! Watch as these women spend their time and efforts searching for their hearts perfect match, and finding the perfect pussy along the way.",['Restless Hearts Searching For That One Perfect Woman'],['Romance'],70,2011
"Love, Sex & Fashion",1,5,"Company nurse, Jennifer (Kat Dior), inherits 49% of a fashion business filled with sexy lingerie models, comedy hijinks, and smoldering hot sex where everyone, incluidng the pool guy gets laid. With the company struggling, Lavendar (Misty Stone), steps up to design a new fashion line and end up seducing Jennifer's Boyfriend (Charles Dera) in a wild romp. With tensions rising, the real intrigue surrounds the mysterious heiress to the other 51% of the company. Once Madi Meadows arrives the mystery is solved. But will Madi and Jennifer get together and find a way to come together?","['Models', 'sex', 'business', 'fashion', 'and infidelity collide in this hilarious comedy!']",['Comedy'],70,2022
Old Friend That I Used To Like Gives Into My Wish To Lose My Virginity As A Cherry Boy As I Get As Much Cum Out As I Want Till Morning! It’s The 20th Birthday Of My Longtime Friend.,1,14,"Childhood friend's 20th birthday. As adults, we drink together. Maybe it's because I got drunk with alcohol that I'm not used to, but I honestly say that I've always liked him since I was little. Is it bad for a moment? I thought, but my childhood friend accepted me... However, I'm a virgin and don't know what to do, so my childhood friend kindly led me and we succeeded in uniting! And I've got the hang of it, and I shoot unlimited shots over and over again! By the time I realized it, I was sitting there until it was already bright outside.","['Now That We’re Adults We Can Go Out And Party Together', 'But Another Intention Gets Revealed From There…']",['Drama'],40,2022
RoadStrip,1,5,"RoadStrip follows CockyBoys models Max Ryder and Jake Bass as they travel across this great land of ours from New York to Palm Springs in a rented RV. We soon see what happens when cameras are on them 24/7 and the line between reality and fantasy becomes increasingly blurred. It also heralds an entirely new genre in gay filmmaking, it even had a premiere at the 2013 Philadelphia International Gay & Lesbian Film Festival.  Having just launched their careers, the two adorable young 'uns had barely shaken the eggshells from their tender shoulders when their prior film Project Gogo Boy took the gay adult world by storm, racking up a mountain of awards and instantly catapulting both models and studio to the forefront of the industry. This time you'll see not only the two in so-hot-it-hurts sexcapades, you'll be witness to interpersonal relationships flowering and unraveling, highly personal interviews, and one of the most revealing - and sidesplitting - desert ""trips"" ever taken.","[""This isn't your mother's road trip!""]","['Comedy', 'Documentary']",70,2014
Cougar Queen: A Tiger King Parody,1,5,"Muffs, madness and mayhem await in this Tiger King parody when a documentary crew interviews three lesbian porn tycoons about a vicious rivalry spanning years. There’s Jill Erotic, the outrageous and unhinged owner of GW Films whose wild and reckless antics make her as fascinating as she is destructive to those around her. Fate sparks a bitter feud between her and Cheryl Badsin, founder of “ethical” porn company Big Clit Rescue and crusader against pornstar mistreatment - unless it profits her, of course. Jill and Cheryl’s ongoing battle skyrockets their companies to fame and notoriety, much to the frustration of dotcom mogul Dot Scandal, whose own company C.O.U.G.A.R.S.’ long-standing monopoly gets threatened by the rise of these two new players.","['Muffs', 'Madness & Mayhem']","['Crime', 'Comedy']",8,2020
